stn_id,borrowed_hour,borrowed_day,is_holiday,borrowed_num_nearby,강수량(mm),wind_chill,nearby_id,borrowed_date,XGB_Prediction,LGBM_Prediction,Ensemble_Prediction,predicted_borrowed_num
34,17,7,1,5.0,0,5.920041358043738,34,20231203,6.7986827,3.6971401587175645,5.247911424192156,5.247911424192156
35,17,7,1,3.0,0,5.920041358043738,35,20231203,5.6942725,5.364110917032556,5.529191717595257,5.529191717595257
36,17,7,1,4.0,0,5.920041358043738,36,20231203,6.757659,5.461669865140267,6.109664411787662,6.109664411787662
37,17,7,1,3.0,0,4.657721484460929,37,20231203,6.300538,5.052241583988576,5.676389823518946,5.676389823518946
38,17,7,1,2.0,0,3.8878,38,20231203,8.503757,4.685598880622299,6.59467817871447,6.59467817871447
39,17,7,1,2.0,0,3.8878,39,20231203,8.503757,4.685598880622299,6.59467817871447,6.59467817871447
40,17,7,1,2.0,0,3.8878,40,20231203,8.503757,4.685598880622299,6.59467817871447,6.59467817871447
41,17,7,1,2.0,0,3.8878,41,20231203,8.503757,4.685598880622299,6.59467817871447,6.59467817871447
42,17,7,1,1.0,0,3.8878,42,20231203,1.9877578,2.2088010995151914,2.098279450762387,2.098279450762387
43,17,7,1,2.0,0,3.8878,39,20231203,2.2302969,4.685598880622299,3.4579478654133835,3.4579478654133835
44,17,7,1,2.0,0,3.8878,43,20231203,2.2302969,2.1418632888895086,2.186080069546988,2.186080069546988
45,17,7,1,2.0,0,5.161062052147818,44,20231203,2.7578957,2.2269292554454383,2.4924124817647724,2.4924124817647724
46,17,7,1,3.0,0,3.3795190499292938,45,20231203,2.3772721,2.4222012310425596,2.3997366800506987,2.3997366800506987
47,17,7,1,3.0,0,3.3795190499292938,46,20231203,2.3772721,2.4222012310425596,2.3997366800506987,2.3997366800506987
48,17,7,1,2.0,0,3.3795190499292938,47,20231203,2.865037,2.267672378516341,2.5663546714664225,2.5663546714664225
49,17,7,1,3.0,0,3.3795190499292938,48,20231203,2.3772721,2.4222012310425596,2.3997366800506987,2.3997366800506987
50,17,7,1,4.0,0,5.176455566970587,49,20231203,3.8620756,3.3236633461134573,3.5928694566794706,3.5928694566794706
51,17,7,1,2.0,0,4.657721484460929,50,20231203,3.4492044,2.3408995739285885,2.895052009406921,2.895052009406921
52,17,7,1,3.0,0,5.326435435722722,51,20231203,3.9474232,3.1156762488097,3.5315497342452433,3.5315497342452433
53,17,7,1,3.0,0,5.326435435722722,52,20231203,3.3365765,2.6968257258100023,3.0167010938009975,3.0167010938009975
54,17,7,1,1.0,0,5.326435435722722,53,20231203,3.0869048,2.5996665445387235,2.8432856543570693,2.8432856543570693
55,17,7,1,3.0,0,5.326435435722722,52,20231203,3.3365765,2.6968257258100023,3.0167010938009975,3.0167010938009975
56,17,7,1,4.0,0,5.326435435722722,54,20231203,3.109582,2.8028002907684573,2.956191119047559,2.956191119047559
57,17,7,1,1.0,0,5.326435435722722,55,20231203,3.0869048,2.6705689877250878,2.8787368759502514,2.8787368759502514
58,17,7,1,3.0,0,4.657721484460929,56,20231203,2.4147058,2.5212464571580586,2.4679761052422373,2.4679761052422373
59,17,7,1,3.0,0,5.326435435722722,57,20231203,3.3365765,2.7677281689963666,3.0521523153941796,3.0521523153941796
