stn_id,remain_bicycle,sum,nearby_id,borrowed_num_nearby,강수량(mm),wind_chill,borrowed_hour,borrowed_day,borrowed_date,is_holiday
ST-119,13,3,ST-124,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1191,1,3,ST-446,4.0,0,4.657721484460929,17,7,20231203,1
ST-1192,3,2,ST-2542,3.0,0,4.657721484460929,17,7,20231203,1
ST-1193,0,3,ST-2318,2.0,0,4.657721484460929,17,7,20231203,1
ST-1194,15,4,ST-2408,1.0,0,4.657721484460929,17,7,20231203,1
ST-1195,6,4,ST-247,1.0,0,4.657721484460929,17,7,20231203,1
ST-1197,7,3,ST-2329,3.0,0,5.663108803109136,17,7,20231203,1
ST-1198,5,3,ST-358,4.0,0,5.663108803109136,17,7,20231203,1
ST-1199,21,2,ST-2334,2.0,0,4.657721484460929,17,7,20231203,1
ST-12,21,2,ST-2168,2.0,0,3.2548488570130867,17,7,20231203,1
ST-1200,11,2,ST-931,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1201,10,3,ST-947,2.0,0,5.663108803109136,17,7,20231203,1
ST-1202,4,4,ST-1454,3.0,0,5.663108803109136,17,7,20231203,1
ST-1203,26,2,ST-2406,4.0,0,4.221342763215654,17,7,20231203,1
ST-1206,11,2,ST-1457,1.0,0,3.0303798274450324,17,7,20231203,1
ST-1207,1,1,ST-842,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1208,0,1,ST-1386,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1210,6,1,ST-2221,1.0,0,4.221342763215654,17,7,20231203,1
ST-1211,6,1,ST-1210,1.0,0,5.663108803109136,17,7,20231203,1
ST-1212,16,3,ST-1459,2.0,0,5.663108803109136,17,7,20231203,1
ST-1215,10,3,ST-2272,2.0,0,5.663108803109136,17,7,20231203,1
ST-1216,0,2,ST-1454,3.0,0,5.663108803109136,17,7,20231203,1
ST-1218,5,2,ST-2559,2.0,0,3.5886797468148712,17,7,20231203,1
ST-1219,19,1,ST-1241,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1220,30,1,ST-1221,2.0,0,3.5886797468148712,17,7,20231203,1
ST-1221,10,2,ST-1220,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1222,7,2,ST-2465,3.0,0,3.5886797468148712,17,7,20231203,1
ST-1223,23,5,ST-2464,2.0,0,2.8150453165647726,17,7,20231203,1
ST-1227,11,3,ST-3195,3.0,0,3.5886797468148712,17,7,20231203,1
ST-1228,0,3,ST-1226,2.0,0,3.5886797468148712,17,7,20231203,1
ST-1229,14,1,ST-1501,2.0,0,3.5886797468148712,17,7,20231203,1
ST-123,15,1,ST-2923,1.0,0,3.0303798274450324,17,7,20231203,1
ST-1231,0,1,ST-1732,3.0,0,3.5993641143135697,17,7,20231203,1
ST-1233,4,2,ST-3189,3.0,0,3.5993641143135697,17,7,20231203,1
ST-1235,10,2,ST-1528,1.0,0,3.5993641143135697,17,7,20231203,1
ST-1237,11,4,ST-918,2.0,0,3.5886797468148712,17,7,20231203,1
ST-1238,0,2,ST-1276,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1239,15,2,ST-876,1.0,0,3.5993641143135697,17,7,20231203,1
ST-124,43,2,ST-119,3.0,0,3.0303798274450324,17,7,20231203,1
ST-1241,7,1,ST-1219,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1243,15,3,ST-1957,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1245,4,1,ST-2837,1.0,0,4.657721484460929,17,7,20231203,1
ST-1247,10,2,ST-815,2.0,0,5.5166,17,7,20231203,1
ST-1248,5,2,ST-2677,1.0,0,5.326435435722722,17,7,20231203,1
ST-1249,26,5,ST-3094,4.0,0,3.3795190499292938,17,7,20231203,1
ST-125,24,2,ST-3075,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1250,29,4,ST-2552,3.0,0,3.3795190499292938,17,7,20231203,1
ST-1251,47,4,ST-2943,6.0,0,3.3795190499292938,17,7,20231203,1
ST-1252,11,1,ST-2556,1.0,0,3.3795190499292938,17,7,20231203,1
ST-1253,16,4,ST-2411,2.0,0,3.3795190499292938,17,7,20231203,1
ST-1254,16,4,ST-1727,3.0,0,3.3795190499292938,17,7,20231203,1
ST-1259,12,2,ST-2617,1.0,0,2.8150453165647726,17,7,20231203,1
ST-126,22,2,ST-1611,5.0,0,3.0303798274450324,17,7,20231203,1
ST-1260,0,1,ST-1262,3.0,0,2.8150453165647726,17,7,20231203,1
ST-1262,0,3,ST-1260,1.0,0,2.8150453165647726,17,7,20231203,1
ST-1263,15,4,ST-983,3.0,0,4.481994830294506,17,7,20231203,1
ST-1271,3,2,ST-2407,5.0,0,5.920041358043738,17,7,20231203,1
ST-1274,13,2,ST-1221,2.0,0,3.5886797468148712,17,7,20231203,1
ST-1276,21,1,ST-1277,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1277,2,1,ST-1276,1.0,0,3.5886797468148712,17,7,20231203,1
ST-1278,18,2,ST-1394,2.0,0,4.221342763215654,17,7,20231203,1
ST-1279,22,4,ST-1291,4.0,0,4.221342763215654,17,7,20231203,1
ST-1280,0,5,ST-2074,3.0,0,4.221342763215654,17,7,20231203,1
ST-1282,0,4,ST-736,4.0,0,4.023966322320223,17,7,20231203,1
ST-1283,12,1,ST-2835,4.0,0,4.221342763215654,17,7,20231203,1
ST-1284,1,2,ST-2835,4.0,0,4.221342763215654,17,7,20231203,1
ST-1285,2,3,ST-2087,2.0,0,4.221342763215654,17,7,20231203,1
ST-1287,10,2,ST-2706,5.0,0,4.221342763215654,17,7,20231203,1
ST-1288,6,2,ST-2705,3.0,0,4.221342763215654,17,7,20231203,1
ST-1289,7,2,ST-2062,1.0,0,4.221342763215654,17,7,20231203,1
ST-1291,10,4,ST-1125,2.0,0,4.221342763215654,17,7,20231203,1
ST-1295,14,1,ST-1130,1.0,0,4.221342763215654,17,7,20231203,1
ST-1296,1,2,ST-2117,1.0,0,4.221342763215654,17,7,20231203,1
ST-1297,10,2,ST-1467,2.0,0,4.221342763215654,17,7,20231203,1
ST-1305,35,2,ST-765,3.0,0,3.3331487791862107,17,7,20231203,1
ST-1306,13,2,ST-1164,3.0,0,3.3331487791862107,17,7,20231203,1
ST-1309,10,2,ST-758,4.0,0,3.3331487791862107,17,7,20231203,1
ST-1310,2,2,ST-1315,1.0,0,3.3331487791862107,17,7,20231203,1
ST-1311,1,1,ST-2416,4.0,0,5.5166,17,7,20231203,1
ST-1312,5,2,ST-2665,2.0,0,1.9400653186211123,17,7,20231203,1
ST-1313,1,1,ST-926,2.0,0,1.9400653186211123,17,7,20231203,1
ST-1315,9,1,ST-1310,2.0,0,3.3331487791862107,17,7,20231203,1
ST-1317,31,3,ST-655,3.0,0,5.663108803109136,17,7,20231203,1
ST-1321,5,4,ST-3204,2.0,0,4.355111336027708,17,7,20231203,1
ST-1323,6,3,ST-1974,3.0,0,2.8150453165647726,17,7,20231203,1
ST-1324,0,1,ST-1721,3.0,0,4.657721484460929,17,7,20231203,1
ST-1325,28,4,ST-1376,2.0,0,4.657721484460929,17,7,20231203,1
ST-1327,1,1,ST-2176,3.0,0,4.355111336027708,17,7,20231203,1
ST-1328,1,1,ST-1445,1.0,0,4.657721484460929,17,7,20231203,1
ST-1329,16,2,ST-2244,2.0,0,3.462259900712974,17,7,20231203,1
ST-1331,12,3,ST-2825,3.0,0,3.2548488570130867,17,7,20231203,1
ST-1333,6,3,ST-603,3.0,0,-0.1864508568648927,17,7,20231203,1
ST-1334,3,3,ST-2282,2.0,0,4.481994830294506,17,7,20231203,1
ST-1335,14,3,ST-3233,2.0,0,4.481994830294506,17,7,20231203,1
ST-1337,39,4,ST-2394,2.0,0,2.8150453165647726,17,7,20231203,1
ST-1338,14,3,ST-512,3.0,0,3.3795190499292938,17,7,20231203,1
ST-1339,5,2,ST-3249,1.0,0,4.657721484460929,17,7,20231203,1
ST-1341,17,5,ST-2455,2.0,0,4.657721484460929,17,7,20231203,1
ST-1342,27,2,ST-438,4.0,0,4.657721484460929,17,7,20231203,1
ST-1343,26,4,ST-2449,2.0,0,4.355111336027708,17,7,20231203,1
ST-1344,10,3,ST-330,2.0,0,4.657721484460929,17,7,20231203,1
ST-1346,7,2,ST-2291,2.0,0,-0.1864508568648927,17,7,20231203,1
ST-1347,20,4,ST-1201,3.0,0,5.663108803109136,17,7,20231203,1
ST-1348,4,1,ST-1288,2.0,0,4.221342763215654,17,7,20231203,1
ST-1349,15,4,ST-964,2.0,0,-0.1864508568648927,17,7,20231203,1
ST-1350,15,2,ST-2002,1.0,0,5.176455566970587,17,7,20231203,1
ST-1351,2,5,ST-3100,3.0,0,3.3795190499292938,17,7,20231203,1
ST-1352,17,3,ST-1710,4.0,0,3.3795190499292938,17,7,20231203,1
ST-1353,0,2,ST-1700,2.0,0,4.355111336027708,17,7,20231203,1
ST-1355,2,1,ST-3106,1.0,0,3.3331487791862107,17,7,20231203,1
ST-1356,11,2,ST-2803,2.0,0,2.8150453165647726,17,7,20231203,1
ST-1357,3,3,ST-703,1.0,0,2.8150453165647726,17,7,20231203,1
ST-136,36,1,ST-2521,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1360,3,1,ST-2674,2.0,0,5.5166,17,7,20231203,1
ST-1361,10,3,ST-821,4.0,0,5.5166,17,7,20231203,1
ST-1364,19,3,ST-2681,1.0,0,5.326435435722722,17,7,20231203,1
ST-1365,4,2,ST-2679,2.0,0,5.5166,17,7,20231203,1
ST-1366,1,1,ST-2882,2.0,0,4.657721484460929,17,7,20231203,1
ST-1367,11,3,ST-1589,2.0,0,5.161062052147818,17,7,20231203,1
ST-137,14,2,ST-2521,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1371,11,2,ST-1597,2.0,0,3.8877999999999995,17,7,20231203,1
ST-1372,22,3,ST-162,3.0,0,3.0303798274450324,17,7,20231203,1
ST-1374,8,1,ST-1373,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1376,27,2,ST-1325,4.0,0,4.657721484460929,17,7,20231203,1
ST-1378,2,3,ST-2544,3.0,0,5.920041358043738,17,7,20231203,1
ST-138,0,1,ST-2523,3.0,0,3.0303798274450324,17,7,20231203,1
ST-1381,0,3,ST-3025,1.0,0,4.481994830294506,17,7,20231203,1
ST-1384,2,2,ST-559,1.0,0,4.616095645006518,17,7,20231203,1
ST-1387,5,2,ST-2402,1.0,0,4.221342763215654,17,7,20231203,1
ST-1388,1,3,ST-2102,2.0,0,4.616095645006518,17,7,20231203,1
ST-1389,14,5,ST-2133,2.0,0,4.616095645006518,17,7,20231203,1
ST-1391,10,3,ST-3184,3.0,0,4.221342763215654,17,7,20231203,1
ST-1392,2,1,ST-3193,2.0,0,4.221342763215654,17,7,20231203,1
ST-1394,6,2,ST-1278,2.0,0,4.221342763215654,17,7,20231203,1
ST-1395,0,1,ST-1396,1.0,0,-0.1864508568648927,17,7,20231203,1
ST-1396,0,1,ST-1395,1.0,0,-0.1864508568648927,17,7,20231203,1
ST-1397,13,5,ST-3244,3.0,0,3.2548488570130867,17,7,20231203,1
ST-1398,10,2,ST-2008,2.0,0,3.3795190499292938,17,7,20231203,1
ST-140,10,3,ST-1773,1.0,0,3.0303798274450324,17,7,20231203,1
ST-1400,16,3,ST-532,2.0,0,5.176455566970587,17,7,20231203,1
ST-1402,10,2,ST-2831,3.0,0,3.3795190499292938,17,7,20231203,1
ST-1404,2,2,ST-764,1.0,0,5.5166,17,7,20231203,1
ST-1408,11,4,ST-1589,2.0,0,5.161062052147818,17,7,20231203,1
ST-1409,26,4,ST-1681,4.0,0,5.920041358043738,17,7,20231203,1
ST-1410,1,2,ST-2586,1.0,0,5.326435435722722,17,7,20231203,1
ST-1411,1,2,ST-1410,2.0,0,5.326435435722722,17,7,20231203,1
ST-1413,10,3,ST-1716,1.0,0,5.326435435722722,17,7,20231203,1
ST-1414,3,1,ST-1870,2.0,0,5.326435435722722,17,7,20231203,1
ST-1416,0,3,ST-1860,2.0,0,5.326435435722722,17,7,20231203,1
ST-1417,7,1,ST-2572,2.0,0,5.326435435722722,17,7,20231203,1
ST-1418,2,2,ST-1416,3.0,0,5.326435435722722,17,7,20231203,1
ST-1419,0,2,ST-2590,1.0,0,5.326435435722722,17,7,20231203,1
ST-142,24,2,ST-1804,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1420,15,3,ST-2928,2.0,0,5.161062052147818,17,7,20231203,1
ST-1421,10,3,ST-2733,1.0,0,5.161062052147818,17,7,20231203,1
ST-1422,6,2,ST-1627,2.0,0,5.920041358043738,17,7,20231203,1
ST-1423,7,2,ST-1391,3.0,0,4.616095645006518,17,7,20231203,1
ST-1425,10,2,ST-2712,1.0,0,-0.1864508568648927,17,7,20231203,1
ST-1426,1,3,ST-2701,2.0,0,4.221342763215654,17,7,20231203,1
ST-1429,6,1,ST-974,3.0,0,4.657721484460929,17,7,20231203,1
ST-1432,15,3,ST-154,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1433,13,1,ST-1575,3.0,0,4.657721484460929,17,7,20231203,1
ST-1434,0,1,ST-2104,2.0,0,4.221342763215654,17,7,20231203,1
ST-1435,16,4,ST-2513,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1436,25,1,ST-946,2.0,0,4.657721484460929,17,7,20231203,1
ST-1437,20,2,ST-2516,4.0,0,3.0303798274450324,17,7,20231203,1
ST-1438,1,1,ST-1789,1.0,0,4.657721484460929,17,7,20231203,1
ST-1439,22,3,ST-2626,2.0,0,3.0303798274450324,17,7,20231203,1
ST-144,12,3,ST-1829,3.0,0,3.0303798274450324,17,7,20231203,1
ST-1440,0,2,ST-2903,5.0,0,5.663108803109136,17,7,20231203,1
ST-1441,14,2,ST-2880,2.0,0,4.657721484460929,17,7,20231203,1
ST-1442,24,2,ST-2441,1.0,0,4.657721484460929,17,7,20231203,1
ST-1443,45,3,ST-435,4.0,0,4.657721484460929,17,7,20231203,1
ST-1445,0,1,ST-1328,1.0,0,4.657721484460929,17,7,20231203,1
ST-1446,19,3,ST-2448,3.0,0,4.355111336027708,17,7,20231203,1
ST-1447,8,2,ST-2509,1.0,0,5.663108803109136,17,7,20231203,1
ST-1449,10,2,ST-389,1.0,0,5.663108803109136,17,7,20231203,1
ST-145,47,3,ST-1778,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1451,14,3,ST-2299,4.0,0,4.481994830294506,17,7,20231203,1
ST-1452,1,1,ST-2634,1.0,0,4.481994830294506,17,7,20231203,1
ST-1454,20,3,ST-1202,4.0,0,5.663108803109136,17,7,20231203,1
ST-1455,11,3,ST-1454,3.0,0,5.663108803109136,17,7,20231203,1
ST-1457,17,1,ST-1206,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1458,11,2,ST-567,3.0,0,5.663108803109136,17,7,20231203,1
ST-1459,26,2,ST-1212,3.0,0,5.663108803109136,17,7,20231203,1
ST-1461,9,1,ST-1462,1.0,0,4.221342763215654,17,7,20231203,1
ST-1462,8,1,ST-657,1.0,0,4.221342763215654,17,7,20231203,1
ST-1463,12,1,ST-3093,1.0,0,4.221342763215654,17,7,20231203,1
ST-1465,11,1,ST-2724,3.0,0,4.221342763215654,17,7,20231203,1
ST-1466,4,2,ST-1296,2.0,0,4.221342763215654,17,7,20231203,1
ST-1467,7,2,ST-1434,1.0,0,4.221342763215654,17,7,20231203,1
ST-1468,16,2,ST-3091,1.0,0,4.221342763215654,17,7,20231203,1
ST-1469,12,4,ST-2725,2.0,0,4.221342763215654,17,7,20231203,1
ST-147,4,1,ST-148,2.0,0,3.0303798274450324,17,7,20231203,1
ST-1470,10,4,ST-3175,4.0,0,4.221342763215654,17,7,20231203,1
ST-1473,2,3,ST-1475,3.0,0,4.023966322320223,17,7,20231203,1
ST-1474,11,2,ST-1111,3.0,0,4.221342763215654,17,7,20231203,1
ST-1476,0,2,ST-2710,2.0,0,4.221342763215654,17,7,20231203,1
ST-1479,12,2,ST-2775,3.0,0,3.2548488570130867,17,7,20231203,1
ST-148,3,2,ST-147,1.0,0,3.0303798274450324,17,7,20231203,1
ST-1480,10,3,ST-450,2.0,0,3.462259900712974,17,7,20231203,1
ST-1481,32,1,ST-1483,1.0,0,3.462259900712974,17,7,20231203,1
ST-1483,11,1,ST-1481,1.0,0,3.462259900712974,17,7,20231203,1
